# EOS from Jan-Erik Christian with effective mass m060 (m^*/m=0.60)
# The crust is from the BPS EOS
#	n_b [1/fm^3]			placeholder number        energy density [MeV/fm^3]    p [MeV/fm^3]
   2.12669999999999999991               388   4504.14060000000000006         5591.54179999999999984      
   2.13330000000000000009               389   4532.47679999999999989         5623.23400000000000043      
   2.14000000000000000010               390   4560.89849999999999985         5655.01500000000000057      
   2.14670000000000000010               391   4589.40560000000000018         5686.88459999999999983      
   2.15330000000000000007               392   4617.99809999999999999         5718.84290000000000020      
   2.16000000000000000008               393   4646.67609999999999992         5750.88980000000000059      
   2.16670000000000000009               394   4675.43949999999999978         5783.02539999999999987      
   2.17330000000000000005               395   4704.28830000000000000         5815.24960000000000004      
   2.18000000000000000006               396   4733.22259999999999991         5847.56240000000000023      
   2.18670000000000000007               397   4762.24219999999999997         5879.96390000000000020      
   2.19330000000000000003               398   4791.34730000000000016         5912.45389999999999997      
   2.20000000000000000004               399   4820.53779999999999983         5945.03260000000000041      
   2.20670000000000000005               400   4849.81369999999999987         5977.69980000000000064      
   2.21330000000000000002               401   4879.17499999999999982         6010.45560000000000000      
   2.22000000000000000003               402   4908.62159999999999993         6043.30000000000000027      
   2.22670000000000000004               403   4938.15370000000000017         6076.23289999999999988      
   2.23330000000000000000               404   4967.77110000000000012         6109.25439999999999996      
   2.24000000000000000001               405   4997.47389999999999999         6142.36439999999999984      
   2.24670000000000000002               406   5027.26210000000000022         6175.56289999999999951      
   2.25329999999999999998               407   5057.13569999999999993         6208.85000000000000053      
   2.25999999999999999999               408   5087.09459999999999980         6242.22560000000000002      
   2.26670000000000000000               409   5117.13890000000000002         6275.68959999999999955      
   2.27329999999999999996               410   5147.26860000000000017         6309.24219999999999997      
   2.27999999999999999997               411   5177.48360000000000003         6342.88319999999999954      
   2.28669999999999999998               412   5207.78390000000000004         6376.61279999999999957      
   2.29329999999999999995               413   5238.16970000000000018         6410.43069999999999942      
   2.29999999999999999996               414   5268.64069999999999983         6444.33720000000000017      
   2.30669999999999999997               415   5299.19709999999999983         6478.33210000000000006      
   2.31329999999999999993               416   5329.83879999999999999         6512.41539999999999999      
   2.31999999999999999994               417   5360.56579999999999986         6546.58709999999999996      
   2.32669999999999999995               418   5391.37820000000000009         6580.84730000000000016      
   2.33329999999999999991               419   5422.27590000000000048         6615.19589999999999996      
   2.33999999999999999992               420   5453.25890000000000013         6649.63280000000000003      
   2.34669999999999999993               421   5484.32719999999999949         6684.15819999999999990      
   2.35329999999999999990               422   5515.48079999999999989         6718.77200000000000024      
   2.35999999999999999990               423   5546.71980000000000066         6753.47409999999999997      
   2.36669999999999999991               424   5578.04400000000000048         6788.26460000000000017      
   2.37330000000000000009               425   5609.45350000000000001         6823.14339999999999975      
   2.38000000000000000010               426   5640.94840000000000035         6858.11059999999999937      
   2.38669999999999999990               427   5672.52850000000000019         6893.16619999999999990      
   2.39330000000000000008               428   5704.19390000000000018         6928.31000000000000005      
   2.40000000000000000009               429   5735.94450000000000012         6963.54219999999999979      
   2.40670000000000000010               430   5767.78049999999999997         6998.86269999999999980      
   2.41330000000000000006               431   5799.70170000000000021         7034.27150000000000007      
   2.42000000000000000007               432   5831.70829999999999949         7069.76869999999999994      
   2.42670000000000000008               433   5863.79999999999999938         7105.35409999999999986      
   2.43330000000000000004               434   5895.97710000000000008         7141.02769999999999984      
   2.44000000000000000005               435   5928.23939999999999984         7176.78969999999999985      
   2.44670000000000000006               436   5960.58689999999999953         7212.63990000000000036      
   2.45330000000000000003               437   5993.01969999999999983         7248.57839999999999980      
   2.46000000000000000003               438   6025.53779999999999983         7284.60510000000000019      
   2.46670000000000000004               439   6058.14109999999999978         7320.72009999999999996      
   2.47330000000000000001               440   6090.82969999999999988         7356.92329999999999979      
   2.48000000000000000002               441   6123.60340000000000016         7393.21469999999999967      
   2.48670000000000000003               442   6156.46250000000000036         7429.59439999999999982      
   2.49329999999999999999               443   6189.40669999999999984         7466.06219999999999981      
   2.50000000000000000000               444   6222.43619999999999992         7502.61830000000000007      
   2.50670000000000000001               445   6255.55090000000000039         7539.26250000000000018      
   2.51329999999999999997               446   6288.75090000000000012         7575.99489999999999990      
   2.51999999999999999998               447   6322.03600000000000003         7612.81549999999999967      
   2.52669999999999999999               448   6355.40640000000000009         7649.72429999999999994      
   2.53329999999999999996               449   6388.86189999999999989         7686.72119999999999962      
   2.53999999999999999997               450   6422.40270000000000028         7723.80629999999999979      
   2.54669999999999999997               451   6456.02870000000000017         7760.97960000000000003      
   2.55329999999999999994               452   6489.73990000000000000         7798.24089999999999989      
   2.55999999999999999995               453   6523.53630000000000022         7835.59039999999999981      
   2.56669999999999999996               454   6557.41789999999999994         7873.02800000000000002      
   2.57329999999999999992               455   6591.38470000000000004         7910.55379999999999985      
   2.57999999999999999993               456   6625.43659999999999988         7948.16760000000000019      
   2.58669999999999999994               457   6659.57379999999999987         7985.86960000000000015      
   2.59329999999999999990               458   6693.79610000000000003         8023.65960000000000019      
   2.59999999999999999991               459   6728.10360000000000014         8061.53770000000000007      
   2.60669999999999999992               460   6762.49630000000000019         8099.50389999999999979      
   2.61330000000000000010               461   6796.97420000000000018         8137.55810000000000004      
   2.61999999999999999990               462   6831.53719999999999990         8175.70049999999999990      
   2.62669999999999999991               463   6866.18540000000000001         8213.93079999999999963      
   2.63330000000000000009               464   6900.91880000000000051         8252.24929999999999986      
   2.64000000000000000010               465   6935.73729999999999984         8290.65570000000000039      
   2.64670000000000000010               466   6970.64100000000000001         8329.15019999999999989      
   2.65330000000000000007               467   7005.62979999999999992         8367.73280000000000012      
   2.66000000000000000008               468   7040.70379999999999976         8406.40329999999999977      
   2.66670000000000000009               469   7075.86289999999999978         8445.16190000000000015      
   2.67330000000000000005               470   7111.10719999999999974         8484.00839999999999996      
   2.68000000000000000006               471   7146.43659999999999988         8522.94299999999999962      
   2.68670000000000000007               472   7181.85119999999999996         8561.96549999999999958      
   2.69330000000000000003               473   7217.35090000000000021         8601.07610000000000028      
   2.70000000000000000004               474   7252.93569999999999975         8640.27460000000000040      
   2.70670000000000000005               475   7288.60570000000000057         8679.56109999999999971      
   2.71330000000000000002               476   7324.36080000000000023         8718.93550000000000022      
   2.72000000000000000003               477   7360.20100000000000007         8758.39789999999999992      
   2.72670000000000000004               478   7396.12639999999999940         8797.94819999999999993      
   2.73330000000000000000               479   7432.13680000000000003         8837.58650000000000002      
   2.74000000000000000001               480   7468.23240000000000016         8877.31270000000000042      
   2.74670000000000000002               481   7504.41310000000000002         8917.12690000000000001      
   2.75329999999999999998               482   7540.67890000000000006         8957.02899999999999991      
   2.75999999999999999999               483   7577.02979999999999983         8997.01890000000000036      
   2.76670000000000000000               484   7613.46580000000000066         9037.09680000000000000      
   2.77329999999999999996               485   7649.98700000000000010         9077.26259999999999994      
   2.77999999999999999997               486   7686.59319999999999951         9117.51630000000000020      
   2.78669999999999999998               487   7723.28449999999999998         9157.85789999999999988      
   2.79329999999999999995               488   7760.06090000000000062         9198.28730000000000011      
   2.79999999999999999996               489   7796.92240000000000011         9238.80459999999999976      
   2.80669999999999999997               490   7833.86900000000000066         9279.40979999999999972      
   2.81329999999999999993               491   7870.90070000000000006         9320.10289999999999999      
   2.81999999999999999994               492   7908.01739999999999986         9360.88379999999999992      
   2.82669999999999999995               493   7945.21930000000000005         9401.75250000000000039      
   2.83329999999999999991               494   7982.50620000000000065         9442.70910000000000029      
   2.83999999999999999992               495   8019.87820000000000009         9483.75349999999999984      
   2.84669999999999999993               496   8057.33519999999999994         9524.88579999999999970      
   2.85329999999999999990               497   8094.87740000000000062         9566.10580000000000034      
   2.85999999999999999990               498   8132.50460000000000038         9607.41370000000000040      
   2.86669999999999999991               499   8170.21680000000000010         9648.80940000000000012      
   2.87330000000000000009               500   8208.01419999999999977         9690.29290000000000038      
   2.88000000000000000010               501   8245.89660000000000029         9731.86420000000000030      
   2.88669999999999999990               502   8283.86399999999999988         9773.52329999999999988      
   2.89330000000000000008               503   8321.91650000000000009         9815.27020000000000000      
   2.90000000000000000009               504   8360.05410000000000004         9857.10480000000000000      
   2.90670000000000000010               505   8398.27669999999999995         9899.02719999999999967      
   2.91330000000000000006               506   8436.58429999999999982         9941.03739999999999988      
   2.92000000000000000007               507   8474.97700000000000031         9983.13529999999999998      
   2.92670000000000000008               508   8513.45479999999999965         10025.3209999999999997      
   2.93330000000000000004               509   8552.01759999999999984         10067.5944000000000003      
   2.94000000000000000005               510   8590.66539999999999999         10109.9555999999999996      
   2.94670000000000000006               511   8629.39820000000000011         10152.4044999999999996      
   2.95330000000000000003               512   8668.21609999999999996         10194.9410999999999996      
   2.96000000000000000003               513   8707.11899999999999977         10237.5655000000000001      
   2.96670000000000000004               514   8746.10700000000000021         10280.2774999999999999      
   2.97330000000000000001               515   8785.17989999999999995         10323.0773000000000001      
   2.98000000000000000002               516   8824.33790000000000031         10365.9648000000000003      
   2.98670000000000000003               517   8863.58089999999999975         10408.9400000000000004      
   2.99329999999999999999               518   8902.90899999999999981         10452.0027999999999997      
   3.00000000000000000000               519   8942.32200000000000006         10495.1534000000000004      
   3.00670000000000000001               520   8981.82010000000000005         10538.3916000000000004      
   3.01329999999999999997               521   9021.40310000000000024         10581.7175000000000002      
   3.01999999999999999998               522   9061.07120000000000015         10625.1311000000000000      
   3.02669999999999999999               523   9100.82430000000000003         10668.6322999999999999      
   3.03329999999999999996               524   9140.66239999999999988         10712.2211999999999996      
   3.03999999999999999997               525   9180.58549999999999969         10755.8977000000000004      
   3.04669999999999999997               526   9220.59360000000000035         10799.6619000000000002      
   3.05329999999999999994               527   9260.68670000000000009         10843.5136999999999992      
   3.05999999999999999995               528   9300.86470000000000002         10887.4531999999999998      
   3.06669999999999999996               529   9341.12779999999999969         10931.4802999999999997      
   3.07329999999999999992               530   9381.47590000000000021         10975.5949000000000000      
   3.07999999999999999993               531   9421.90890000000000004         11019.7972999999999999      
   3.08669999999999999994               532   9462.42699999999999960         11064.0872000000000002      
   3.09329999999999999990               533   9503.03000000000000025         11108.4646999999999997      
   3.09999999999999999991               534   9543.71799999999999997         11152.9298000000000002      
   3.10669999999999999992               535   9584.49099999999999966         11197.4824999999999999      
   3.11330000000000000010               536   9625.34890000000000043         11242.1227999999999998      
   3.11999999999999999990               537   9666.29190000000000005         11286.8507000000000007      
   3.12669999999999999991               538   9707.31979999999999986         11331.6661999999999999      
   3.13330000000000000009               539   9748.43269999999999964         11376.5692000000000004      
   3.14000000000000000010               540   9789.63049999999999962         11421.5598000000000010      
   3.14670000000000000010               541   9830.91329999999999956         11466.6379999999999999      
   3.15330000000000000007               542   9872.28110000000000035         11511.8037000000000001      
   3.16000000000000000008               543   9913.73379999999999956         11557.0568999999999997      
   3.16670000000000000009               544   9955.27149999999999963         11602.3977000000000004      
   3.17330000000000000005               545   9996.89419999999999966         11647.8261000000000003      
   3.18000000000000000006               546   10038.6017999999999999         11693.3418999999999999      
   3.18670000000000000007               547   10080.3944000000000001         11738.9453000000000005      
   3.19330000000000000003               548   10122.2718999999999996         11784.6362000000000005      
   3.20000000000000000004               549   10164.2343000000000002         11830.4146000000000001      
   3.20670000000000000005               550   10206.2816999999999998         11876.2805999999999997      
   3.21330000000000000002               551   10248.4141000000000004         11922.2340000000000000      
   3.22000000000000000003               552   10290.6314000000000002         11968.2750000000000004      
   3.22670000000000000004               553   10332.9336000000000002         12014.4034000000000004      
   3.23330000000000000000               554   10375.3208000000000002         12060.6194000000000006      
   3.24000000000000000001               555   10417.7929000000000004         12106.9227999999999996      
   3.24670000000000000002               556   10460.3499999999999996         12153.3136999999999990      
   3.25329999999999999998               557   10502.9920000000000000         12199.7919999999999998      
   3.25999999999999999999               558   10545.7188999999999997         12246.3578999999999999      
   3.26670000000000000000               559   10588.5307000000000004         12293.0110999999999990      
   3.27329999999999999996               560   10631.4275000000000002         12339.7519000000000000      
   3.27999999999999999997               561   10674.4092000000000002         12386.5800999999999998      
   3.28669999999999999998               562   10717.4757999999999996         12433.4958000000000000      
   3.29329999999999999995               563   10760.6273000000000000         12480.4987999999999992      
   3.29999999999999999996               564   10803.8638000000000003         12527.5894000000000004      
   3.30669999999999999997               565   10847.1852000000000000         12574.7672999999999996      
   3.31329999999999999993               566   10890.5914000000000010         12622.0327000000000002      
   3.31999999999999999994               567   10934.0826000000000002         12669.3855000000000004      
   3.32669999999999999995               568   10977.6588000000000003         12716.8258000000000001      
   3.33329999999999999991               569   11021.3197999999999999         12764.3533999999999997      
   3.33999999999999999992               570   11065.0656999999999996         12811.9684999999999997      
   3.34669999999999999993               571   11108.8965000000000005         12859.6708999999999996      
   3.35329999999999999990               572   11152.8122999999999996         12907.4608000000000008      
   3.35999999999999999990               573   11196.8129000000000008         12955.3380000000000001      
   3.36669999999999999991               574   11240.8985000000000003         13003.3026000000000000      
   3.37330000000000000009               575   11285.0689000000000002         13051.3545999999999996      
   3.38000000000000000010               576   11329.3242000000000003         13099.4939999999999998      
   3.38669999999999999990               577   11373.6643999999999997         13147.7207999999999997      
   3.39330000000000000008               578   11418.0895999999999999         13196.0349000000000004      
   3.40000000000000000009               579   11462.5996000000000006         13244.4363999999999999      
   3.40670000000000000010               580   11507.1944999999999997         13292.9253000000000000      
   3.41330000000000000006               581   11551.8742999999999999         13341.5015000000000001      
   3.42000000000000000007               582   11596.6388999999999996         13390.1650000000000000      
   3.42670000000000000008               583   11641.4885000000000002         13438.9159000000000006      
   3.43330000000000000004               584   11686.4229000000000003         13487.7541000000000002      
   3.44000000000000000005               585   11731.4422000000000006         13536.6797000000000004      
   3.44670000000000000006               586   11776.5463999999999993         13585.6925999999999997      
   3.45330000000000000003               587   11821.7355000000000000         13634.7927999999999988      
   3.46000000000000000003               588   11867.0094000000000003         13683.9802999999999997      
   3.46670000000000000004               589   11912.3681999999999999         13733.2551999999999994      
   3.47330000000000000001               590   11957.8118999999999996         13782.6173000000000002      
   3.48000000000000000002               591   12003.3404999999999996         13832.0667999999999997      
   3.48670000000000000003               592   12048.9539000000000000         13881.6036000000000001      
   3.49329999999999999999               593   12094.6520999999999999         13931.2275999999999989      
   3.50000000000000000000               594   12140.4352999999999998         13980.9389999999999992      
   3.50670000000000000001               595   12186.3033000000000001         14030.7375999999999996      
   3.51329999999999999997               596   12232.2561999999999998         14080.6235999999999997      
   3.51999999999999999998               597   12278.2938999999999998         14130.5968000000000000      
   3.52669999999999999999               598   12324.4165000000000010         14180.6571999999999996      
   3.53329999999999999996               599   12370.6238999999999999         14230.8049999999999988      
   3.53999999999999999997               600   12416.9162000000000008         14281.0399999999999991      
   3.54669999999999999997               601   12463.2933000000000003         14331.3621999999999996      
   3.55329999999999999994               602   12509.7553000000000001         14381.7717999999999998      
   3.55999999999999999995               603   12556.3020999999999994         14432.2685000000000004      
   3.56669999999999999996               604   12602.9337999999999997         14482.8526000000000007      
   3.57329999999999999992               605   12649.6502999999999997         14533.5237999999999996      
   3.57999999999999999993               606   12696.4516999999999998         14584.2823000000000002      
   3.58669999999999999994               607   12743.3379000000000003         14635.1280000000000001      
   3.59329999999999999990               608   12790.3090000000000011         14686.0609999999999999      
   3.59999999999999999991               609   12837.3648999999999996         14737.0811999999999999      
   3.60669999999999999992               610   12884.5056000000000012         14788.1885999999999992      
   3.61330000000000000010               611   12931.7310999999999996         14839.3832000000000004      
   3.61999999999999999990               612   12979.0415000000000001         14890.6650000000000000      
   3.62669999999999999991               613   13026.4367000000000001         14942.0340000000000007      
   3.63330000000000000009               614   13073.9168000000000003         14993.4903000000000004      
   3.64000000000000000010               615   13121.4817000000000009         15045.0336999999999996      
   3.64670000000000000010               616   13169.1314000000000002         15096.6642999999999999      
   3.65330000000000000007               617   13216.8658999999999999         15148.3821000000000003      
   3.66000000000000000008               618   13264.6852999999999998         15200.1871000000000000      
   3.66670000000000000009               619   13312.5894000000000013         15252.0792999999999999      
   3.67330000000000000005               620   13360.5784000000000002         15304.0586000000000002      
   3.68000000000000000006               621   13408.6521999999999997         15356.1252000000000013      
   3.68670000000000000007               622   13456.8108000000000004         15408.2788000000000004      
   3.69330000000000000003               623   13505.0542999999999996         15460.5197000000000003      
   3.70000000000000000004               624   13553.3825000000000003         15512.8476999999999997      
   3.70670000000000000005               625   13601.7956000000000003         15565.2629000000000001      
   3.71330000000000000002               626   13650.2934999999999999         15617.7652000000000001      
   3.72000000000000000003               627   13698.8761999999999999         15670.3545999999999987      
   3.72670000000000000004               628   13747.5437000000000003         15723.0311999999999992      
   3.73330000000000000000               629   13796.2958999999999996         15775.7949999999999999      
   3.74000000000000000001               630   13845.1330000000000000         15828.6457999999999995      
   3.74670000000000000002               631   13894.0549999999999997         15881.5837999999999992      
   3.75329999999999999998               632   13943.0617000000000001         15934.6090000000000000      
   3.75999999999999999999               633   13992.1532000000000000         15987.7211999999999987      
   3.76670000000000000000               634   14041.3295000000000003         16040.9206000000000003      
   3.77329999999999999996               635   14090.5904999999999987         16094.2069999999999999      
   3.77999999999999999997               636   14139.9363999999999999         16147.5806000000000004      
   3.78669999999999999998               637   14189.3670999999999998         16201.0412999999999997      
   3.79329999999999999995               638   14238.8826000000000009         16254.5890999999999993      
   3.79999999999999999996               639   14288.4828999999999999         16308.2240000000000002      
   3.80669999999999999997               640   14338.1679000000000004         16361.9459999999999988      
   3.81329999999999999993               641   14387.9377999999999993         16415.7550000000000008      
   3.82000000000000000016               642   14437.7923999999999998         16469.6511999999999993      
   3.82669999999999999995               643   14487.7317999999999998         16523.6343999999999994      
   3.83329999999999999991               644   14537.7560000000000002         16577.7047000000000008      
   3.83999999999999999971               645   14587.8650000000000011         16631.8620999999999999      
   3.84670000000000000015               646   14638.0587000000000000         16686.1066000000000003      
   3.85330000000000000011               647   14688.3372999999999999         16740.4381000000000004      
   3.85999999999999999990               648   14738.7005999999999997         16794.8566000000000003      
   3.86669999999999999970               649   14789.1487000000000007         16849.3622999999999994      
   3.87330000000000000009               650   14839.6814999999999998         16903.9550000000000001      
   3.87999999999999999989               651   14890.2992000000000008         16958.6347000000000005      
   3.88669999999999999990               652   14941.0015999999999998         17013.4015000000000004      
   3.89330000000000000008               653   14991.7887000000000004         17068.2553000000000001      
   3.90000000000000000009               654   15042.6607000000000003         17123.1960999999999995      
   3.90669999999999999988               655   15093.6173999999999999         17178.2240000000000002      
   3.91330000000000000028               656   15144.6588999999999992         17233.3389000000000006      
   3.92000000000000000007               657   15195.7850999999999999         17288.5409000000000006      
   3.92670000000000000008               658   15246.9961000000000002         17343.8298000000000005      
   3.93329999999999999983               659   15298.2919000000000000         17399.2058000000000000      
   3.94000000000000000027               660   15349.6723999999999997         17454.6687999999999992      
   3.94670000000000000006               661   15401.1377000000000006         17510.2187999999999999      
   3.95330000000000000003               662   15452.6876999999999995         17565.8558000000000003      
   3.95999999999999999982               663   15504.3225000000000007         17621.5798000000000005      
   3.96670000000000000004               664   15556.0419999999999998         17677.3909000000000002      
   3.97330000000000000001               665   15607.8463000000000003         17733.2888999999999999      
   3.98000000000000000002               666   15659.7354000000000003         17789.2738999999999994      
   3.98670000000000000024               667   15711.7092000000000009         17845.3458000000000006      
   3.99330000000000000021               668   15763.7676999999999996         17901.5047999999999995      
   4.00000000000000000000               669   15815.9109999999999996         17957.7507999999999999      
   4.00669999999999999979               670   15868.1391000000000000         18014.0837000000000003      
   4.01330000000000000019               671   15920.4518000000000004         18070.5036000000000005      
   4.01999999999999999998               672   15972.8494000000000002         18127.0104000000000006      
   4.02670000000000000021               673   16025.3315999999999990         18183.6043000000000003      
   4.03330000000000000017               674   16077.8986999999999998         18240.2850999999999999      
   4.03999999999999999997               675   16130.5503999999999998         18297.0527999999999995      
   4.04670000000000000019               676   16183.2869000000000002         18353.9075000000000006      
   4.05330000000000000016               677   16236.1081000000000003         18410.8491999999999997      
   4.05999999999999999995               678   16289.0140999999999991         18467.8778000000000006      
   4.06670000000000000017               679   16342.0048000000000004         18524.9932999999999996      
   4.07330000000000000014               680   16395.0801999999999996         18582.1958000000000002      
   4.07999999999999999993               681   16448.2402999999999995         18639.4852000000000007      
   4.08670000000000000016               682   16501.4852000000000007         18696.8615999999999993      
   4.09330000000000000012               683   16554.8148000000000000         18754.3247999999999998      
   4.09999999999999999991               684   16608.2292000000000005         18811.8750999999999998      
   4.10670000000000000014               685   16661.7281999999999993         18869.5122000000000000      
   4.11330000000000000010               686   16715.3119999999999994         18927.2362000000000002      
   4.11999999999999999990               687   16768.9806000000000008         18985.0472000000000001      
   4.12670000000000000012               688   16822.7338000000000005         19042.9450000000000003      
   4.13330000000000000009               689   16876.5716999999999999         19100.9298000000000002      
   4.13999999999999999988               690   16930.4944000000000006         19159.0015000000000001      
   4.14670000000000000010               691   16984.5017999999999994         19217.1600999999999999      
   4.15330000000000000007               692   17038.5938999999999997         19275.4055999999999997      
   4.15999999999999999986               693   17092.7706999999999997         19333.7378999999999998      
   4.16670000000000000009               694   17147.0322999999999993         19392.1571999999999996      
   4.17330000000000000005               695   17201.3785000000000007         19450.6632999999999996      
   4.17999999999999999984               696   17255.8094999999999999         19509.2563999999999993      
   4.18670000000000000007               697   17310.3252000000000006         19567.9362999999999992      
   4.19330000000000000003               698   17364.9255999999999993         19626.7029999999999994      
   4.19999999999999999983               699   17419.6106999999999996         19685.5566999999999993      
   4.20670000000000000005               700   17474.3804999999999996         19744.4971999999999994      
   4.21330000000000000002               701   17529.2349999999999994         19803.5245999999999995      
   4.21999999999999999981               702   17584.1742000000000008         19862.6388999999999996      
   4.22670000000000000004               703   17639.1981000000000002         19921.8399999999999999      
   4.23330000000000000000               704   17694.3066999999999993         19981.1279000000000003      
   4.23999999999999999979               705   17749.5000000000000000         20040.5028000000000006      
   4.24670000000000000002               706   17804.7780000000000005         20099.9643999999999995      
   4.25329999999999999998               707   17860.1407000000000007         20159.5129000000000001      
   4.26000000000000000021               708   17915.5881000000000007         20219.1483000000000008      
   4.26670000000000000000               709   17971.1202000000000005         20278.8704999999999998      
   4.27329999999999999996               710   18026.7370000000000001         20338.6795000000000009      
   4.28000000000000000019               711   18082.4384999999999994         20398.5754000000000001      
   4.28669999999999999998               712   18138.2247000000000003         20458.5580999999999996      
   4.29329999999999999995               713   18194.0955999999999992         20518.6275999999999993      
   4.30000000000000000017               714   18250.0511999999999997         20578.7838999999999992      
   4.30669999999999999997               715   18306.0914000000000001         20639.0271000000000008      
   4.31329999999999999993               716   18362.2163000000000004         20699.3569999999999993      
   4.32000000000000000016               717   18418.4260000000000002         20759.7737999999999996      
   4.32669999999999999995               718   18474.7202999999999999         20820.2774000000000001      
   4.33329999999999999991               719   18531.0992999999999995         20880.8678000000000008      
   4.34000000000000000014               720   18587.5629000000000008         20941.5449999999999999      
   4.34669999999999999993               721   18644.1113000000000000         21002.3089999999999993      
   4.35329999999999999990               722   18700.7443000000000008         21063.1598000000000006      
   4.36000000000000000012               723   18757.4620999999999995         21124.0974000000000004      
   4.36669999999999999991               724   18814.2644000000000002         21185.1217000000000006      
   4.37329999999999999988               725   18871.1515000000000004         21246.2329000000000008      
   4.38000000000000000010               726   18928.1233000000000004         21307.4307999999999996      
   4.38669999999999999990               727   18985.1797000000000004         21368.7156000000000002      
   4.39329999999999999986               728   19042.3208000000000002         21430.0869999999999997      
   4.40000000000000000009               729   19099.5465000000000000         21491.5452999999999992      
   4.40669999999999999988               730   19156.8569999999999993         21553.0904000000000007      
   4.41329999999999999984               731   19214.2521000000000004         21614.7222000000000008      
   4.42000000000000000007               732   19271.7317999999999998         21676.4406999999999996      
   4.42669999999999999986               733   19329.2963000000000005         21738.2461000000000020      
   4.43329999999999999983               734   19386.9453999999999994         21800.1380999999999997      
   4.44000000000000000005               735   19444.6791999999999998         21862.1170000000000009      
   4.44669999999999999984               736   19502.4976000000000003         21924.1826000000000008      
   4.45329999999999999981               737   19560.4007000000000005         21986.3348999999999993      
   4.46000000000000000003               738   19618.3885000000000005         22048.5739999999999998      
   4.46669999999999999983               739   19676.4609000000000005         22110.8998000000000008      
   4.47329999999999999979               740   19734.6180000000000003         22173.3124000000000002      
   4.48000000000000000002               741   19792.8597000000000001         22235.8116999999999983      
   4.48669999999999999981               742   19851.1860999999999997         22298.3977000000000004      
   4.49330000000000000021               743   19909.5972000000000008         22361.0704999999999991      
   4.50000000000000000000               744   19968.0929000000000002         22423.8300000000000001      
   4.50669999999999999979               745   20026.6731999999999996         22486.6761999999999979      
   4.51330000000000000019               746   20085.3382000000000005         22549.6090999999999998      
   4.51999999999999999998               747   20144.0878999999999994         22612.6288000000000000      
   4.52670000000000000021               748   20202.9222000000000001         22675.7350999999999992      
   4.53330000000000000017               749   20261.8412000000000006         22738.9282000000000004      
   4.53999999999999999997               750   20320.8447999999999993         22802.2080000000000020      
   4.54670000000000000019               751   20379.9330999999999996         22865.5744000000000007      
   4.55330000000000000016               752   20439.1059999999999999         22929.0275999999999996      
   4.55999999999999999995               753   20498.3635000000000002         22992.5675000000000008      
   4.56670000000000000017               754   20557.7057000000000002         23056.1941000000000006      
   4.57330000000000000014               755   20617.1326000000000001         23119.9074000000000026      
   4.57999999999999999993               756   20676.6440000000000001         23183.7073000000000000      
   4.58670000000000000016               757   20736.2401999999999997         23247.5939999999999994      
   4.59330000000000000012               758   20795.9208999999999996         23311.5673000000000012      
   4.59999999999999999991               759   20855.6862999999999992         23375.6273000000000000      
   4.60670000000000000014               760   20915.5364000000000004         23439.7739999999999991      
   4.61330000000000000010               761   20975.4710000000000001         23504.0074000000000005      
   4.61999999999999999990               762   21035.4903999999999993         23568.3274000000000008      
   4.62670000000000000012               763   21095.5943000000000005         23632.7340999999999998      
   4.63330000000000000009               764   21155.7828999999999997         23697.2274999999999991      
   4.63999999999999999988               765   21216.0561000000000007         23761.8075000000000010      
   4.64670000000000000010               766   21276.4138999999999999         23826.4741999999999997      
   4.65330000000000000007               767   21336.8564000000000007         23891.2276000000000007      
   4.65999999999999999986               768   21397.3834999999999997         23956.0676000000000005      
   4.66670000000000000009               769   21457.9953000000000003         24020.9943000000000008      
   4.67330000000000000005               770   21518.6915999999999993         24086.0076000000000001      
   4.67999999999999999984               771   21579.4725999999999999         24151.1075000000000017      
   4.68670000000000000007               772   21640.3382000000000005         24216.2941000000000003      
   4.69330000000000000003               773   21701.2883999999999975         24281.5673999999999992      
   4.69999999999999999983               774   21762.3232999999999997         24346.9271999999999991      
   4.70670000000000000005               775   21823.4428000000000001         24412.3736999999999995      
   4.71330000000000000002               776   21884.6469000000000005         24477.9069000000000003      
   4.71999999999999999981               777   21945.9355999999999991         24543.5266999999999999      
   4.72670000000000000004               778   22007.3090000000000011         24609.2331000000000003      
   4.73330000000000000000               779   22068.7668999999999979         24675.0260999999999996      
   4.73999999999999999979               780   22130.3094999999999999         24740.9056999999999995      
   4.74670000000000000002               781   22191.9367000000000001         24806.8719999999999999      
   4.75329999999999999998               782   22253.6484999999999985         24872.9247999999999994      
   4.76000000000000000021               783   22315.4449000000000005         24939.0642999999999994      
   4.76670000000000000000               784   22377.3259000000000007         25005.2904000000000000      
   4.77329999999999999996               785   22439.2916000000000025         25071.6030999999999977      
   4.78000000000000000019               786   22501.3417999999999992         25138.0023999999999997      
   4.78669999999999999998               787   22563.4766999999999992         25204.4883000000000006      
   4.79329999999999999995               788   22625.6961999999999993         25271.0608000000000004      
   4.80000000000000000017               789   22688.0002999999999993         25337.7199000000000009      
   4.80669999999999999997               790   22750.3889999999999993         25404.4656000000000002      
   4.81329999999999999993               791   22812.8622999999999976         25471.2978000000000005      
   4.82000000000000000016               792   22875.4202000000000012         25538.2166999999999994      
   4.82669999999999999995               793   22938.0626999999999978         25605.2220999999999993      
   4.83329999999999999991               794   23000.7897999999999996         25672.3142000000000014      
   4.84000000000000000014               795   23063.6014999999999997         25739.4928000000000026      
