# EOS from Jan-Erik Christian with effective mass m075 (m^*/m=0.75)
# The crust is from the BPS EOS
#	n_b [1/fm^3]			placeholder number        energy density [MeV/fm^3]    p [MeV/fm^3]
   8.78559980362653732278E-0004          57   8.73099999999999999983E-0004  0.820699999999999999986      
   9.99999977648258209292E-0004          58   5.94399999999999999996E-0004  0.938999999999999999977      
   3.99999991059303283717E-0003          59   5.79899999999999999995E-0003   3.76200000000000000003      
   7.99999982118606567434E-0003          60   1.16600000000000000001E-0002   7.53000000000000000019      
   1.19999997317790985111E-0002          61   2.08499999999999999997E-0002   11.3000000000000000002      
   1.59999996423721313487E-0002          62   3.21600000000000000016E-0002   15.0800000000000000008      
   1.99999995529651641846E-0002          63   4.51499999999999999987E-0002   18.8600000000000000006      
   2.39999994635581970222E-0002          64   5.96100000000000000025E-0002   22.6400000000000000012      
   2.79999993741512298581E-0002          65   7.54399999999999999980E-0002   26.4200000000000000001      
   3.19999992847442626973E-0002          66   9.25999999999999999991E-0002   30.2099999999999999992      
   3.59999991953372955315E-0002          67  0.110999999999999999993         34.0000000000000000000      
   3.99999991059303283691E-0002          68  0.130799999999999999993         37.7900000000000000008      
   4.39999990165233612067E-0002          69  0.151799999999999999997         41.5800000000000000017      
   4.79999989271163940443E-0002          70  0.174200000000000000000         45.3800000000000000010      
   5.19999988377094268785E-0002          71  0.197999999999999999988         49.1800000000000000003      
   5.59999987483024597161E-0002          72  0.223099999999999999998         52.9799999999999999996      
   5.99999986588954925537E-0002          73  0.249699999999999999999         56.7799999999999999989      
   6.39999985694885253947E-0002          74  0.277700000000000000013         60.5800000000000000017      
   6.79999984800815582289E-0002          75  0.307299999999999999995         64.3799999999999999975      
   4.66999999999999999984E-0002          76  0.132700000000000000003         44.0282999999999999988      
   5.32999999999999999996E-0002          77  0.186899999999999999998         50.3406000000000000000      
   5.99999999999999999954E-0002          78  0.253000000000000000008         56.6604000000000000009      
   6.66999999999999999980E-0002          79  0.331700000000000000026         62.9882000000000000020      
   7.33000000000000000026E-0002          80  0.423200000000000000006         69.3244999999999999968      
   7.99999999999999999984E-0002          81  0.527800000000000000004         75.6697999999999999995      
   8.67000000000000000010E-0002          82  0.645800000000000000021         82.0241999999999999993      
   9.32999999999999999988E-0002          83  0.777600000000000000022         88.3882999999999999993      
   1.00000000000000000001E-0001          84  0.923600000000000000079         94.7623000000000000054      
  0.106699999999999999997                85   1.08430000000000000004         101.146499999999999998      
  0.113300000000000000002                86   1.26030000000000000002         107.541300000000000003      
  0.119999999999999999991                87   1.45229999999999999990         113.946800000000000003      
  0.126700000000000000000                88   1.66040000000000000015         120.363499999999999997      
  0.133300000000000000005                89   1.87980000000000000012         126.791399999999999999      
  0.140000000000000000001                90   2.11439999999999999995         133.230700000000000002      
  0.146699999999999999996                91   2.36660000000000000009         139.681499999999999995      
  0.153300000000000000001                92   2.63790000000000000001         146.144299999999999998      
  0.159999999999999999997                93   2.92990000000000000002         152.619200000000000000      
  0.166700000000000000006                94   3.24409999999999999992         159.106800000000000006      
  0.173299999999999999997                95   3.58190000000000000014         165.607399999999999995      
  0.180000000000000000007                96   3.94480000000000000007         172.121499999999999997      
  0.186700000000000000002                97   4.33400000000000000001         178.649599999999999983      
  0.193299999999999999993                98   4.75109999999999999985         185.192000000000000018      
  0.200000000000000000003                99   5.19750000000000000021         191.749200000000000005      
  0.206699999999999999999               100   5.67459999999999999999         198.321900000000000006      
  0.213300000000000000003               101   6.18379999999999999984         204.910500000000000004      
  0.219999999999999999999               102   6.72649999999999999994         211.515500000000000000      
  0.226699999999999999995               103   7.30399999999999999982         218.137399999999999980      
  0.233299999999999999999               104   7.91779999999999999994         224.776899999999999993      
  0.239999999999999999982               105   8.56920000000000000023         231.434499999999999997      
  0.246700000000000000004               106   9.25960000000000000003         238.110700000000000007      
  0.253300000000000000009               107   9.99010000000000000005         244.806000000000000008      
  0.259999999999999999991               108   10.7622000000000000008         251.521199999999999997      
  0.266700000000000000001               109   11.5771000000000000001         258.256700000000000012      
  0.273299999999999999992               110   12.4360000000000000004         265.013100000000000001      
  0.280000000000000000001               111   13.3401000000000000004         271.790899999999999992      
  0.286700000000000000010               112   14.2904999999999999995         278.590900000000000009      
  0.293300000000000000001               113   15.2885000000000000004         285.413500000000000006      
  0.300000000000000000011               114   16.3351000000000000003         292.259399999999999992      
  0.306699999999999999993               115   17.4314999999999999999         299.129000000000000004      
  0.313300000000000000011               116   18.5785000000000000003         306.023100000000000009      
  0.319999999999999999993               117   19.7772999999999999996         312.942099999999999993      
  0.326700000000000000003               118   21.0287999999999999992         319.886599999999999999      
  0.333299999999999999994               119   22.3339000000000000006         326.857199999999999990      
  0.340000000000000000003               120   23.6936000000000000013         333.854399999999999993      
  0.346700000000000000013               121   25.1086999999999999997         340.878799999999999998      
  0.353300000000000000004               122   26.5800999999999999993         347.930999999999999994      
  0.360000000000000000013               123   28.1086000000000000004         355.011500000000000010      
  0.366699999999999999995               124   29.6949000000000000003         362.120799999999999991      
  0.373300000000000000013               125   31.3399000000000000007         369.259500000000000008      
  0.379999999999999999996               126   33.0441000000000000003         376.428100000000000008      
  0.386700000000000000005               127   34.8084000000000000005         383.627200000000000008      
  0.393299999999999999996               128   36.6334000000000000012         390.857100000000000001      
  0.400000000000000000005               129   38.5195999999999999994         398.118499999999999994      
  0.406699999999999999988               130   40.4678000000000000005         405.411899999999999988      
  0.413300000000000000006               131   42.4783999999999999989         412.737699999999999995      
  0.419999999999999999988               132   44.5520000000000000011         420.096400000000000041      
  0.426699999999999999997               133   46.6892000000000000001         427.488600000000000007      
  0.433299999999999999988               134   48.8904000000000000005         434.914700000000000013      
  0.439999999999999999998               135   51.1561000000000000026         442.375099999999999989      
  0.446700000000000000007               136   53.4866000000000000013         449.870299999999999963      
  0.453299999999999999998               137   55.8825999999999999956         457.400800000000000017      
  0.460000000000000000008               138   58.3441999999999999955         464.967000000000000026      
  0.466699999999999999990               139   60.8719000000000000014         472.569399999999999989      
  0.473300000000000000008               140   63.4660000000000000010         480.208300000000000041      
  0.479999999999999999963               141   66.1268000000000000030         487.884300000000000030      
  0.486700000000000000000               142   68.8547000000000000014         495.597700000000000009      
  0.493299999999999999991               143   71.6498000000000000026         503.348899999999999988      
  0.500000000000000000000               144   74.5124000000000000013         511.138300000000000006      
  0.506700000000000000009               145   77.4427999999999999992         518.966399999999999981      
  0.513299999999999999973               146   80.4410999999999999990         526.833399999999999974      
  0.519999999999999999983               147   83.5074999999999999997         534.739800000000000013      
  0.526699999999999999992               148   86.6422000000000000000         542.685999999999999999      
  0.533300000000000000010               149   89.8451999999999999999         550.672300000000000009      
  0.540000000000000000020               150   93.1168000000000000010         558.699099999999999999      
  0.546699999999999999975               151   96.4569999999999999965         566.766699999999999993      
  0.553299999999999999993               152   99.8658000000000000002         574.875400000000000011      
  0.560000000000000000002               153   103.343399999999999997         583.025600000000000012      
  0.566700000000000000012               154   106.889800000000000001         591.217600000000000016      
  0.573299999999999999975               155   110.504900000000000002         599.451699999999999990      
  0.579999999999999999985               156   114.188899999999999998         607.728300000000000003      
  0.586699999999999999994               157   117.941599999999999999         616.047599999999999976      
  0.593300000000000000012               158   121.763200000000000003         624.409999999999999976      
  0.600000000000000000022               159   125.653400000000000009         632.815699999999999981      
  0.606699999999999999977               160   129.612400000000000000         641.265000000000000013      
  0.613299999999999999995               161   133.639899999999999997         649.758099999999999996      
  0.620000000000000000004               162   137.736000000000000001         658.295399999999999996      
  0.626700000000000000014               163   141.900599999999999998         666.877199999999999980      
  0.633299999999999999978               164   146.133400000000000005         675.503599999999999992      
  0.639999999999999999987               165   150.434600000000000000         684.174900000000000000      
  0.646699999999999999996               166   154.803800000000000001         692.891299999999999981      
  0.653300000000000000014               167   159.241099999999999995         701.653200000000000003      
  0.660000000000000000024               168   163.746099999999999999         710.460699999999999998      
  0.666699999999999999979               169   168.318900000000000003         719.314000000000000001      
  0.673299999999999999997               170   172.959300000000000000         728.213399999999999979      
  0.680000000000000000007               171   177.667000000000000010         737.159100000000000019      
  0.686700000000000000016               172   182.441900000000000001         746.151200000000000001      
  0.693299999999999999980               173   187.283900000000000000         755.190099999999999991      
  0.699999999999999999989               174   192.192799999999999999         764.275799999999999990      
  0.706699999999999999999               175   197.168399999999999994         773.408600000000000019      
  0.713300000000000000017               176   202.210400000000000004         782.588600000000000012      
  0.720000000000000000026               177   207.318800000000000000         791.816100000000000048      
  0.726699999999999999981               178   212.493300000000000002         801.091200000000000003      
  0.733299999999999999999               179   217.733700000000000005         810.414100000000000024      
  0.740000000000000000009               180   223.039900000000000019         819.784800000000000053      
  0.746700000000000000018               181   228.411500000000000005         829.203699999999999992      
  0.753299999999999999982               182   233.848500000000000004         838.670900000000000052      
  0.759999999999999999991               183   239.350599999999999995         848.186400000000000010      
  0.766700000000000000001               184   244.917599999999999999         857.750500000000000000      
  0.773300000000000000019               185   250.549399999999999999         867.363300000000000012      
  0.779999999999999999974               186   256.245600000000000013         877.024899999999999978      
  0.786699999999999999983               187   262.006099999999999994         886.735499999999999987      
  0.793300000000000000001               188   267.830699999999999994         896.495199999999999974      
  0.800000000000000000011               189   273.719099999999999989         906.304099999999999981      
  0.806700000000000000020               190   279.671300000000000008         916.162300000000000000      
  0.813299999999999999984               191   285.686900000000000011         926.069900000000000018      
  0.819999999999999999993               192   291.765800000000000008         936.027200000000000002      
  0.826700000000000000003               193   297.907700000000000007         946.034100000000000019      
  0.833300000000000000021               194   304.112400000000000000         956.090799999999999992      
  0.839999999999999999976               195   310.379899999999999988         966.197400000000000020      
  0.846699999999999999986               196   316.709699999999999998         976.353900000000000048      
  0.853300000000000000004               197   323.101899999999999991         986.560599999999999987      
  0.860000000000000000013               198   329.556100000000000011         996.817500000000000004      
  0.866700000000000000022               199   336.072099999999999997         1007.12459999999999999      
  0.873299999999999999986               200   342.649799999999999961         1017.48199999999999998      
  0.879999999999999999996               201   349.289000000000000007         1027.89000000000000001      
  0.886700000000000000005               202   355.989499999999999991         1038.34840000000000004      
  0.893300000000000000023               203   362.751099999999999990         1048.85750000000000004      
  0.899999999999999999978               204   369.573599999999999999         1059.41720000000000002      
  0.906699999999999999988               205   376.456900000000000001         1070.02769999999999995      
  0.913300000000000000006               206   383.400700000000000001         1080.68910000000000005      
  0.920000000000000000015               207   390.404900000000000010         1091.40129999999999999      
  0.926700000000000000025               208   397.469299999999999995         1102.16459999999999997      
  0.933299999999999999988               209   404.593700000000000006         1112.97880000000000000      
  0.939999999999999999998               210   411.777999999999999969         1123.84419999999999995      
  0.946700000000000000007               211   419.021999999999999992         1134.76070000000000004      
  0.953299999999999999971               212   426.325600000000000001         1145.72850000000000004      
  0.959999999999999999926               213   433.688400000000000012         1156.74750000000000005      
  0.966700000000000000044               214   441.110499999999999987         1167.81789999999999996      
  0.973300000000000000062               215   448.591700000000000004         1178.93959999999999999      
  0.980000000000000000017               216   456.131700000000000012         1190.11280000000000001      
  0.986699999999999999973               217   463.730500000000000010         1201.33750000000000002      
  0.993300000000000000045               218   471.387899999999999995         1212.61380000000000001      
   1.00000000000000000000               219   479.103699999999999987         1223.94159999999999999      
   1.00670000000000000001               220   486.877799999999999997         1235.32110000000000005      
   1.01329999999999999997               221   494.710100000000000037         1246.75219999999999998      
   1.01999999999999999998               222   502.600300000000000000         1258.23509999999999998      
   1.02669999999999999999               223   510.548499999999999988         1269.76970000000000005      
   1.03329999999999999996               224   518.554400000000000004         1281.35609999999999997      
   1.03999999999999999997               225   526.617800000000000016         1292.99429999999999996      
   1.04669999999999999997               226   534.738800000000000012         1304.68450000000000000      
   1.05330000000000000005               227   542.917100000000000026         1316.42649999999999999      
   1.05999999999999999995               228   551.152600000000000013         1328.22050000000000003      
   1.06669999999999999996               229   559.445199999999999985         1340.06640000000000001      
   1.07330000000000000003               230   567.794700000000000017         1351.96440000000000003      
   1.08000000000000000004               231   576.201100000000000001         1363.91439999999999999      
   1.08670000000000000005               232   584.664300000000000002         1375.91639999999999999      
   1.09330000000000000001               233   593.183999999999999997         1387.97060000000000002      
   1.10000000000000000002               234   601.760199999999999987         1400.07689999999999986      
   1.10670000000000000003               235   610.392900000000000027         1412.23529999999999995      
   1.11329999999999999999               236   619.081699999999999995         1424.44589999999999996      
   1.12000000000000000000               237   627.826799999999999979         1436.70870000000000011      
   1.12670000000000000001               238   636.627900000000000014         1449.02370000000000005      
   1.13329999999999999998               239   645.484999999999999987         1461.39090000000000003      
   1.13999999999999999999               240   654.397899999999999976         1473.81050000000000000      
   1.14670000000000000000               241   663.366499999999999992         1486.28230000000000011      
   1.15329999999999999996               242   672.390799999999999981         1498.80640000000000001      
   1.15999999999999999997               243   681.470700000000000007         1511.38280000000000014      
   1.16669999999999999998               244   690.605999999999999983         1524.01160000000000005      
   1.17330000000000000005               245   699.796600000000000030         1536.69279999999999997      
   1.17999999999999999995               246   709.042600000000000027         1549.42629999999999990      
   1.18669999999999999996               247   718.343699999999999950         1562.21219999999999994      
   1.19330000000000000003               248   727.699900000000000022         1575.05049999999999999      
   1.20000000000000000004               249   737.111099999999999977         1587.94120000000000015      
   1.20670000000000000005               250   746.577199999999999991         1600.88439999999999996      
   1.21330000000000000002               251   756.098100000000000076         1613.87999999999999989      
   1.22000000000000000003               252   765.673799999999999955         1626.92810000000000004      
   1.22670000000000000004               253   775.304200000000000026         1640.02869999999999995      
   1.23330000000000000000               254   784.989099999999999979         1653.18179999999999996      
   1.24000000000000000001               255   794.728600000000000025         1666.38729999999999998      
   1.24670000000000000002               256   804.522399999999999975         1679.64540000000000008      
   1.25329999999999999998               257   814.370700000000000029         1692.95599999999999996      
   1.25999999999999999999               258   824.273199999999999998         1706.31910000000000005      
   1.26670000000000000000               259   834.229899999999999993         1719.73470000000000002      
   1.27329999999999999996               260   844.240699999999999970         1733.20289999999999997      
   1.27999999999999999997               261   854.305599999999999983         1746.72370000000000012      
   1.28669999999999999998               262   864.424499999999999988         1760.29700000000000004      
   1.29329999999999999995               263   874.597300000000000053         1773.92279999999999995      
   1.29999999999999999996               264   884.824000000000000010         1787.60129999999999995      
   1.30669999999999999997               265   895.104399999999999993         1801.33230000000000004      
   1.31330000000000000004               266   905.438600000000000045         1815.11600000000000010      
   1.32000000000000000005               267   915.826400000000000023         1828.95220000000000016      
   1.32669999999999999995               268   926.267900000000000027         1842.84099999999999997      
   1.33330000000000000002               269   936.762799999999999978         1856.78239999999999998      
   1.34000000000000000003               270   947.311300000000000021         1870.77649999999999997      
   1.34670000000000000004               271   957.913200000000000012         1884.82310000000000016      
   1.35330000000000000000               272   968.568400000000000016         1898.92240000000000011      
   1.36000000000000000001               273   979.276899999999999924         1913.07420000000000004      
   1.36670000000000000002               274   990.038700000000000068         1927.27869999999999995      
   1.37329999999999999999               275   1000.85360000000000003         1941.53590000000000004      
   1.38000000000000000000               276   1011.72170000000000001         1955.84560000000000002      
   1.38670000000000000001               277   1022.64290000000000003         1970.20800000000000007      
   1.39329999999999999997               278   1033.61699999999999999         1984.62300000000000000      
   1.39999999999999999998               279   1044.64419999999999999         1999.09070000000000000      
   1.40669999999999999999               280   1055.72430000000000005         2013.61099999999999999      
   1.41329999999999999995               281   1066.85719999999999996         2028.18390000000000006      
   1.41999999999999999996               282   1078.04300000000000004         2042.80950000000000000      
   1.42669999999999999997               283   1089.28149999999999997         2057.48770000000000002      
   1.43330000000000000004               284   1100.57279999999999998         2072.21859999999999991      
   1.44000000000000000005               285   1111.91679999999999995         2087.00200000000000000      
   1.44669999999999999995               286   1123.31330000000000002         2101.83820000000000006      
   1.45330000000000000003               287   1134.76249999999999996         2116.72690000000000010      
   1.46000000000000000003               288   1146.26419999999999999         2131.66840000000000011      
   1.46670000000000000004               289   1157.81840000000000002         2146.66240000000000010      
   1.47330000000000000001               290   1169.42500000000000004         2161.70910000000000006      
   1.48000000000000000002               291   1181.08409999999999995         2176.80840000000000001      
   1.48670000000000000003               292   1192.79549999999999998         2191.96039999999999992      
   1.49329999999999999999               293   1204.55930000000000002         2207.16500000000000004      
   1.50000000000000000000               294   1216.37529999999999997         2222.42219999999999991      
   1.50670000000000000001               295   1228.24360000000000004         2237.73209999999999997      
   1.51329999999999999997               296   1240.16410000000000002         2253.09450000000000003      
   1.51999999999999999998               297   1252.13670000000000004         2268.50970000000000004      
   1.52669999999999999999               298   1264.16149999999999998         2283.97740000000000005      
   1.53329999999999999996               299   1276.23829999999999996         2299.49780000000000002      
   1.53999999999999999997               300   1288.36719999999999997         2315.07079999999999997      
   1.54669999999999999997               301   1300.54810000000000003         2330.69639999999999991      
   1.55330000000000000005               302   1312.78100000000000003         2346.37460000000000004      
   1.55999999999999999995               303   1325.06589999999999996         2362.10539999999999994      
   1.56669999999999999996               304   1337.40259999999999996         2377.88890000000000002      
   1.57330000000000000003               305   1349.79120000000000001         2393.72490000000000010      
   1.58000000000000000004               306   1362.23170000000000002         2409.61359999999999992      
   1.58670000000000000005               307   1374.72400000000000009         2425.55479999999999996      
   1.59330000000000000001               308   1387.26800000000000013         2441.54869999999999997      
   1.60000000000000000002               309   1399.86380000000000001         2457.59519999999999995      
   1.60670000000000000003               310   1412.51119999999999988         2473.69419999999999993      
   1.61329999999999999999               311   1425.21040000000000003         2489.84580000000000011      
   1.62000000000000000000               312   1437.96120000000000005         2506.05000000000000004      
   1.62670000000000000001               313   1450.76359999999999995         2522.30679999999999996      
   1.63329999999999999998               314   1463.61760000000000004         2538.61620000000000008      
   1.63999999999999999999               315   1476.52310000000000001         2554.97809999999999997      
   1.64670000000000000000               316   1489.48019999999999996         2571.39260000000000006      
   1.65329999999999999996               317   1502.48870000000000002         2587.85969999999999991      
   1.65999999999999999997               318   1515.54880000000000007         2604.37929999999999997      
   1.66669999999999999998               319   1528.66020000000000001         2620.95150000000000001      
   1.67330000000000000005               320   1541.82310000000000016         2637.57620000000000005      
   1.67999999999999999995               321   1555.03730000000000000         2654.25340000000000007      
   1.68669999999999999996               322   1568.30289999999999995         2670.98320000000000007      
   1.69330000000000000003               323   1581.61980000000000002         2687.76560000000000006      
   1.70000000000000000004               324   1594.98809999999999998         2704.60050000000000003      
   1.70670000000000000005               325   1608.40759999999999996         2721.48780000000000001      
   1.71330000000000000002               326   1621.87829999999999997         2738.42779999999999996      
   1.72000000000000000003               327   1635.40029999999999988         2755.42019999999999991      
   1.72670000000000000004               328   1648.97350000000000003         2772.46510000000000007      
   1.73330000000000000000               329   1662.59780000000000000         2789.56259999999999999      
   1.74000000000000000001               330   1676.27330000000000010         2806.71249999999999991      
   1.74670000000000000002               331   1689.99990000000000001         2823.91500000000000004      
   1.75329999999999999998               332   1703.77769999999999995         2841.16990000000000016      
   1.75999999999999999999               333   1717.60650000000000004         2858.47730000000000028      
   1.76670000000000000000               334   1731.48629999999999995         2875.83719999999999994      
   1.77329999999999999996               335   1745.41720000000000002         2893.24949999999999983      
   1.77999999999999999997               336   1759.39910000000000001         2910.71439999999999992      
   1.78669999999999999998               337   1773.43200000000000005         2928.23170000000000002      
   1.79329999999999999995               338   1787.51590000000000003         2945.80139999999999989      
   1.79999999999999999996               339   1801.65069999999999983         2963.42359999999999998      
   1.80669999999999999997               340   1815.83640000000000003         2981.09830000000000005      
   1.81330000000000000004               341   1830.07299999999999995         2998.82529999999999992      
   1.82000000000000000005               342   1844.36050000000000004         3016.60489999999999999      
   1.82669999999999999995               343   1858.69889999999999997         3034.43680000000000008      
   1.83330000000000000002               344   1873.08810000000000007         3052.32119999999999993      
   1.84000000000000000003               345   1887.52810000000000001         3070.25800000000000023      
   1.84670000000000000004               346   1902.01890000000000003         3088.24720000000000009      
   1.85330000000000000000               347   1916.56050000000000011         3106.28879999999999995      
   1.86000000000000000001               348   1931.15290000000000004         3124.38280000000000003      
   1.86670000000000000002               349   1945.79600000000000004         3142.52919999999999989      
   1.87329999999999999999               350   1960.48980000000000001         3160.72789999999999999      
   1.88000000000000000000               351   1975.23440000000000005         3178.97910000000000008      
   1.88670000000000000001               352   1990.02959999999999996         3197.28259999999999996      
   1.89329999999999999997               353   2004.87549999999999994         3215.63860000000000006      
   1.89999999999999999998               354   2019.77200000000000002         3234.04680000000000017      
   1.90669999999999999988               355   2034.71919999999999995         3252.50750000000000006      
   1.91330000000000000006               356   2049.71700000000000008         3271.02039999999999997      
   1.91999999999999999985               357   2064.76540000000000008         3289.58580000000000032      
   1.92669999999999999997               358   2079.86440000000000006         3308.20340000000000003      
   1.93330000000000000015               359   2095.01390000000000002         3326.87340000000000018      
   1.93999999999999999994               360   2110.21399999999999997         3345.59579999999999989      
   1.94670000000000000006               361   2125.46459999999999990         3364.37040000000000006      
   1.95330000000000000003               362   2140.76570000000000005         3383.19740000000000002      
   1.96000000000000000003               363   2156.11739999999999995         3402.07660000000000000      
   1.96670000000000000015               364   2171.51950000000000007         3421.00819999999999999      
   1.97330000000000000001               365   2186.97209999999999996         3439.99210000000000020      
   1.97999999999999999991               366   2202.47510000000000008         3459.02819999999999978      
   1.98670000000000000003               367   2218.02849999999999997         3478.11670000000000003      
   1.99329999999999999988               368   2233.63240000000000007         3497.25739999999999985      
   2.00000000000000000000               369   2249.28669999999999995         3516.45039999999999991      
   2.00670000000000000001               370   2264.99140000000000006         3535.69559999999999977      
   2.01329999999999999997               371   2280.74639999999999995         3554.99310000000000009      
   2.01999999999999999998               372   2296.55190000000000006         3574.34290000000000020      
   2.02669999999999999999               373   2312.40759999999999996         3593.74489999999999990      
   2.03329999999999999996               374   2328.31370000000000009         3613.19919999999999982      
   2.03999999999999999997               375   2344.27010000000000001         3632.70569999999999999      
   2.04669999999999999997               376   2360.27679999999999993         3652.26439999999999997      
   2.05329999999999999994               377   2376.33380000000000010         3671.87529999999999997      
   2.05999999999999999995               378   2392.44110000000000005         3691.53849999999999998      
   2.06669999999999999996               379   2408.59870000000000001         3711.25380000000000003      
   2.07329999999999999992               380   2424.80649999999999999         3731.02140000000000009      
   2.07999999999999999993               381   2441.06450000000000000         3750.84109999999999996      
   2.08669999999999999994               382   2457.37280000000000002         3770.71310000000000007      
   2.09329999999999999990               383   2473.73120000000000007         3790.63719999999999999      
   2.09999999999999999991               384   2490.13989999999999991         3810.61349999999999993      
   2.10669999999999999992               385   2506.59870000000000001         3830.64199999999999990      
   2.11330000000000000010               386   2523.10779999999999990         3850.72260000000000013      
   2.11999999999999999990               387   2539.66690000000000005         3870.85539999999999994      
   2.12669999999999999991               388   2556.27629999999999999         3891.04039999999999999      
   2.13330000000000000009               389   2572.93569999999999998         3911.27750000000000008      
   2.14000000000000000010               390   2589.64529999999999998         3931.56669999999999976      
   2.14670000000000000010               391   2606.40500000000000003         3951.90809999999999991      
